134,113,163160,1,0,0:0:0:0:
156,124,164136,1,0,0:0:0:0:
156,124,164624,1,0,0:0:0:0:
353,120,165112,1,8,0:0:0:0:
353,120,165599,1,8,0:0:0:0:
154,120,166087,1,0,0:0:0:0:
333,129,167063,1,8,0:0:0:0:
333,129,167551,1,8,0:0:0:0:
99,128,168038,1,0,0:0:0:0:
99,128,168526,1,0,0:0:0:0:
339,119,169014,1,8,0:0:0:0:
160,117,169502,1,0,0:0:0:0:
327,110,169990,1,8,0:0:0:0:
164,108,170965,1,0,0:0:0:0:
321,108,171453,1,8,0:0:0:0:
321,108,171941,1,8,0:0:0:0:
154,93,172429,1,0,0:0:0:0:
153,112,172917,1,0,0:0:0:0:
349,109,173892,1,8,0:0:0:0:
345,297,174380,1,12,0:0:0:0:
142,293,174868,1,4,0:0:0:0:
256,192,175356,12,0,188526,0:0:0:0:
